league_name,cup_div,rank,team_name,p,w,d,l,gf,ga,gd,points,game_date
League Two,,1,Leyton Orient,34,21,8,5,45,21,24,71,2023-02-25
League Two,,2,Carlisle United,33,16,10,7,54,34,20,58,2023-02-25
League Two,,3,Stevenage,31,16,9,6,43,26,17,57,2023-02-25
League Two,,4,Northampton Town,32,15,10,7,45,31,14,55,2023-02-25
League Two,,5,Stockport County,33,16,6,11,48,31,17,54,2023-02-25
League Two,,6,Salford City,33,15,7,11,47,35,12,52,2023-02-25
League Two,,7,Mansfield Town,32,15,7,10,51,42,9,52,2023-02-25
League Two,,8,Bradford City,31,14,9,8,38,29,9,51,2023-02-25
League Two,,9,Sutton United,33,14,8,11,36,38,-2,50,2023-02-25
League Two,,10,Swindon Town,32,13,9,10,43,35,8,48,2023-02-25
League Two,,11,Barrow,33,14,5,14,36,40,-4,47,2023-02-25
League Two,,12,Doncaster Rovers,32,14,4,14,36,43,-7,46,2023-02-25
League Two,,13,Tranmere Rovers,33,12,8,13,33,32,1,44,2023-02-25
League Two,,14,Walsall,31,10,13,8,35,28,7,43,2023-02-25
League Two,,15,AFC Wimbledon,32,10,12,10,33,33,0,42,2023-02-25
League Two,,16,Grimsby Town,30,10,8,12,34,38,-4,38,2023-02-25
League Two,,17,Crewe Alexandra,32,8,14,10,28,39,-11,38,2023-02-25
League Two,,18,Newport County,32,9,10,13,31,36,-5,37,2023-02-25
League Two,,19,Colchester United,34,9,8,17,31,40,-9,35,2023-02-25
League Two,,20,Gillingham,31,8,9,14,21,35,-14,33,2023-02-25
League Two,,21,Harrogate Town,32,7,9,16,37,50,-13,30,2023-02-25
League Two,,22,Hartlepool United,34,6,10,18,36,62,-26,28,2023-02-25
League Two,,23,Crawley Town,30,6,8,16,34,52,-18,26,2023-02-25
League Two,,24,Rochdale,34,5,7,22,27,52,-25,22,2023-02-25
League Two,,1,Leyton Orient,34,21,8,5,45,21,24,71,2023-02-28
League Two,,2,Stevenage,32,17,9,6,46,28,18,60,2023-02-28
League Two,,3,Carlisle United,33,16,10,7,54,34,20,58,2023-02-28
League Two,,4,Northampton Town,33,15,11,7,46,32,14,56,2023-02-28
League Two,,5,Stockport County,33,16,6,11,48,31,17,54,2023-02-28
League Two,,6,Bradford City,32,15,9,8,40,29,11,54,2023-02-28
League Two,,7,Salford City,34,15,8,11,48,36,12,53,2023-02-28
League Two,,8,Mansfield Town,32,15,7,10,51,42,9,52,2023-02-28
League Two,,9,Sutton United,33,14,8,11,36,38,-2,50,2023-02-28
League Two,,10,Swindon Town,32,13,9,10,43,35,8,48,2023-02-28
League Two,,11,Barrow,34,14,6,14,37,41,-4,48,2023-02-28
League Two,,12,Tranmere Rovers,34,13,8,13,34,32,2,47,2023-02-28
League Two,,13,Doncaster Rovers,32,14,4,14,36,43,-7,46,2023-02-28
League Two,,14,Walsall,31,10,13,8,35,28,7,43,2023-02-28
League Two,,15,AFC Wimbledon,33,10,12,11,35,36,-1,42,2023-02-28
League Two,,16,Grimsby Town,30,10,8,12,34,38,-4,38,2023-02-28
League Two,,17,Crewe Alexandra,32,8,14,10,28,39,-11,38,2023-02-28
League Two,,18,Newport County,32,9,10,13,31,36,-5,37,2023-02-28
League Two,,19,Colchester United,34,9,8,17,31,40,-9,35,2023-02-28
League Two,,20,Gillingham,32,8,9,15,21,37,-16,33,2023-02-28
League Two,,21,Harrogate Town,33,7,10,16,38,51,-13,31,2023-02-28
League Two,,22,Hartlepool United,34,6,10,18,36,62,-26,28,2023-02-28
League Two,,23,Crawley Town,31,6,8,17,34,53,-19,26,2023-02-28
League Two,,24,Rochdale,34,5,7,22,27,52,-25,22,2023-02-28
League Two,,1,Leyton Orient,35,21,9,5,46,22,24,72,2023-03-04
League Two,,2,Carlisle United,34,17,10,7,56,34,22,61,2023-03-04
League Two,,3,Stevenage,33,17,9,7,46,30,16,60,2023-03-04
League Two,,4,Northampton Town,34,16,11,7,47,32,15,59,2023-03-04
League Two,,5,Bradford City,33,16,9,8,42,29,13,57,2023-03-04
League Two,,6,Salford City,35,16,8,11,51,37,14,56,2023-03-04
League Two,,7,Stockport County,34,16,7,11,48,31,17,55,2023-03-04
League Two,,8,Mansfield Town,33,16,7,10,54,43,11,55,2023-03-04
League Two,,9,Sutton United,34,14,9,11,37,39,-2,51,2023-03-04
League Two,,10,Barrow,35,15,6,14,38,41,-3,51,2023-03-04
League Two,,11,Swindon Town,33,13,10,10,44,36,8,49,2023-03-04
League Two,,12,Tranmere Rovers,35,13,9,13,35,33,2,48,2023-03-04
League Two,,13,Doncaster Rovers,33,14,5,14,36,43,-7,47,2023-03-04
League Two,,14,Walsall,32,10,13,9,35,29,6,43,2023-03-04
League Two,,15,AFC Wimbledon,34,10,12,12,36,39,-3,42,2023-03-04
League Two,,16,Crewe Alexandra,33,8,15,10,29,40,-11,39,2023-03-04
League Two,,17,Grimsby Town,31,10,8,13,34,40,-6,38,2023-03-04
League Two,,18,Newport County,33,9,10,14,32,39,-7,37,2023-03-04
League Two,,19,Colchester United,35,9,8,18,31,42,-11,35,2023-03-04
League Two,,20,Gillingham,33,8,10,15,21,37,-16,34,2023-03-04
League Two,,21,Harrogate Town,34,7,11,16,38,51,-13,32,2023-03-04
League Two,,22,Hartlepool United,35,6,11,18,37,63,-26,29,2023-03-04
League Two,,23,Crawley Town,32,6,8,18,34,54,-20,26,2023-03-04
League Two,,24,Rochdale,35,6,7,22,29,52,-23,25,2023-03-04
League Two,,1,Leyton Orient,35,21,9,5,46,22,24,72,2023-03-11
League Two,,2,Carlisle United,35,18,10,7,58,35,23,64,2023-03-11
League Two,,3,Stevenage,34,18,9,7,49,31,18,63,2023-03-11
League Two,,4,Northampton Town,35,16,12,7,48,33,15,60,2023-03-11
League Two,,5,Stockport County,36,17,8,11,49,31,18,59,2023-03-11
League Two,,6,Bradford City,35,16,11,8,43,30,13,59,2023-03-11
League Two,,7,Salford City,36,16,8,12,54,41,13,56,2023-03-11
League Two,,8,Mansfield Town,33,16,7,10,54,43,11,55,2023-03-11
League Two,,9,Sutton United,36,15,10,11,40,39,1,55,2023-03-11
League Two,,10,Barrow,36,15,7,14,38,41,-3,52,2023-03-11
League Two,,11,Doncaster Rovers,35,15,5,15,38,46,-8,50,2023-03-11
League Two,,12,Swindon Town,34,13,10,11,45,38,7,49,2023-03-11
League Two,,13,Tranmere Rovers,36,13,9,14,35,35,0,48,2023-03-11
League Two,,14,Walsall,34,10,14,10,36,32,4,44,2023-03-11
League Two,,15,AFC Wimbledon,35,10,12,13,37,41,-4,42,2023-03-11
League Two,,16,Grimsby Town,33,11,9,13,36,41,-5,42,2023-03-11
League Two,,17,Crewe Alexandra,34,9,15,10,33,43,-10,42,2023-03-11
League Two,,18,Newport County,35,9,12,14,34,41,-7,39,2023-03-11
League Two,,19,Gillingham,35,9,11,15,23,37,-14,38,2023-03-11
League Two,,20,Colchester United,36,9,8,19,31,43,-12,35,2023-03-11
League Two,,21,Harrogate Town,36,8,11,17,41,54,-13,35,2023-03-11
League Two,,22,Hartlepool United,36,6,12,18,38,64,-26,30,2023-03-11
League Two,,23,Crawley Town,34,7,8,19,37,58,-21,29,2023-03-11
League Two,,24,Rochdale,36,6,7,23,29,53,-24,25,2023-03-11
League Two,,1,Leyton Orient,36,21,10,5,48,24,24,73,2023-03-18
League Two,,2,Stevenage,36,19,10,7,50,31,19,67,2023-03-18
League Two,,3,Northampton Town,37,18,12,7,50,33,17,66,2023-03-18
League Two,,4,Carlisle United,36,18,11,7,58,35,23,65,2023-03-18
League Two,,5,Stockport County,37,17,9,11,50,32,18,60,2023-03-18
League Two,,6,Bradford City,36,16,12,8,45,32,13,60,2023-03-18
League Two,,7,Salford City,37,17,8,12,57,42,15,59,2023-03-18
League Two,,8,Mansfield Town,35,16,8,11,55,45,10,56,2023-03-18
League Two,,9,Sutton United,37,15,10,12,40,40,0,55,2023-03-18
League Two,,10,Barrow,37,15,7,15,38,42,-4,52,2023-03-18
League Two,,11,Swindon Town,36,13,12,11,49,42,7,51,2023-03-18
League Two,,12,Doncaster Rovers,36,15,5,16,39,49,-10,50,2023-03-18
League Two,,13,Walsall,36,11,15,10,38,32,6,48,2023-03-18
League Two,,14,Tranmere Rovers,37,13,9,15,36,38,-2,48,2023-03-18
League Two,,15,Grimsby Town,34,12,9,13,37,41,-4,45,2023-03-18
League Two,,16,Newport County,37,10,13,14,38,43,-5,43,2023-03-18
League Two,,17,AFC Wimbledon,37,10,13,14,38,43,-5,43,2023-03-18
League Two,,18,Crewe Alexandra,36,9,15,12,33,45,-12,42,2023-03-18
League Two,,19,Harrogate Town,37,9,11,17,42,54,-12,38,2023-03-18
League Two,,20,Gillingham,36,9,11,16,23,39,-16,38,2023-03-18
League Two,,21,Colchester United,37,9,9,19,33,45,-12,36,2023-03-18
League Two,,22,Crawley Town,35,8,8,19,38,58,-20,32,2023-03-18
League Two,,23,Hartlepool United,37,6,13,18,40,66,-26,31,2023-03-18
League Two,,24,Rochdale,37,6,8,23,33,57,-24,26,2023-03-18
League Two,,1,Leyton Orient,37,21,11,5,49,25,24,74,2023-03-25
League Two,,2,Northampton Town,38,19,12,7,52,33,19,69,2023-03-25
League Two,,3,Stevenage,37,19,10,8,51,34,17,67,2023-03-25
League Two,,4,Carlisle United,38,18,12,8,58,36,22,66,2023-03-25
League Two,,5,Stockport County,38,18,9,11,51,32,19,63,2023-03-25
League Two,,6,Salford City,38,18,8,12,60,43,17,62,2023-03-25
League Two,,7,Bradford City,37,16,13,8,45,32,13,61,2023-03-25
League Two,,8,Mansfield Town,37,16,10,11,55,45,10,58,2023-03-25
League Two,,9,Sutton United,38,15,11,12,40,40,0,56,2023-03-25
League Two,,10,Barrow,38,16,7,15,40,43,-3,55,2023-03-25
League Two,,11,Swindon Town,37,13,12,12,49,43,6,51,2023-03-25
League Two,,12,Doncaster Rovers,38,15,6,17,40,52,-12,51,2023-03-25
League Two,,13,Walsall,37,11,16,10,39,33,6,49,2023-03-25
League Two,,14,Tranmere Rovers,38,13,10,15,37,39,-2,49,2023-03-25
League Two,,15,Grimsby Town,36,12,11,13,38,42,-4,47,2023-03-25
League Two,,16,Gillingham,38,11,11,16,26,40,-14,44,2023-03-25
League Two,,17,Newport County,37,10,13,14,38,43,-5,43,2023-03-25
League Two,,18,AFC Wimbledon,38,10,13,15,39,45,-6,43,2023-03-25
League Two,,19,Crewe Alexandra,37,9,15,13,34,47,-13,42,2023-03-25
League Two,,20,Harrogate Town,37,9,11,17,42,54,-12,38,2023-03-25
League Two,,21,Colchester United,38,9,10,19,34,46,-12,37,2023-03-25
League Two,,22,Crawley Town,37,9,9,19,41,59,-18,36,2023-03-25
League Two,,23,Hartlepool United,38,6,14,18,41,67,-26,32,2023-03-25
League Two,,24,Rochdale,38,6,8,24,33,59,-26,26,2023-03-25
League Two,,1,Leyton Orient,37,21,11,5,49,25,24,74,2023-03-31
League Two,,2,Northampton Town,38,19,12,7,52,33,19,69,2023-03-31
League Two,,3,Stevenage,37,19,10,8,51,34,17,67,2023-03-31
League Two,,4,Carlisle United,38,18,12,8,58,36,22,66,2023-03-31
League Two,,5,Stockport County,39,18,10,11,52,33,19,64,2023-03-31
League Two,,6,Salford City,39,18,9,12,61,44,17,63,2023-03-31
League Two,,7,Bradford City,37,16,13,8,45,32,13,61,2023-03-31
League Two,,8,Mansfield Town,37,16,10,11,55,45,10,58,2023-03-31
League Two,,9,Sutton United,38,15,11,12,40,40,0,56,2023-03-31
League Two,,10,Barrow,38,16,7,15,40,43,-3,55,2023-03-31
League Two,,11,Swindon Town,37,13,12,12,49,43,6,51,2023-03-31
League Two,,12,Doncaster Rovers,38,15,6,17,40,52,-12,51,2023-03-31
League Two,,13,Tranmere Rovers,39,13,11,15,38,40,-2,50,2023-03-31
League Two,,14,Walsall,38,11,16,11,39,35,4,49,2023-03-31
League Two,,15,Grimsby Town,37,12,12,13,39,43,-4,48,2023-03-31
League Two,,16,AFC Wimbledon,39,11,13,15,41,45,-4,46,2023-03-31
League Two,,17,Gillingham,38,11,11,16,26,40,-14,44,2023-03-31
League Two,,18,Newport County,37,10,13,14,38,43,-5,43,2023-03-31
League Two,,19,Crewe Alexandra,37,9,15,13,34,47,-13,42,2023-03-31
League Two,,20,Harrogate Town,38,9,12,17,43,55,-12,39,2023-03-31
League Two,,21,Colchester United,38,9,10,19,34,46,-12,37,2023-03-31
League Two,,22,Crawley Town,38,9,10,19,42,60,-18,37,2023-03-31
League Two,,23,Hartlepool United,38,6,14,18,41,67,-26,32,2023-03-31
League Two,,24,Rochdale,38,6,8,24,33,59,-26,26,2023-03-31
League Two,,1,Leyton Orient,39,23,11,5,52,25,27,80,2023-04-07
League Two,,2,Northampton Town,40,19,13,8,53,37,16,70,2023-04-07
League Two,,3,Carlisle United,40,19,12,9,60,37,23,69,2023-04-07
League Two,,4,Stevenage,39,19,12,8,53,36,17,69,2023-04-07
League Two,,5,Stockport County,40,19,10,11,53,33,20,67,2023-04-07
League Two,,6,Bradford City,39,17,14,8,48,34,14,65,2023-04-07
League Two,,7,Mansfield Town,39,18,10,11,63,48,15,64,2023-04-07
League Two,,8,Salford City,40,18,9,13,61,46,15,63,2023-04-07
League Two,,9,Barrow,40,17,7,16,42,47,-5,58,2023-04-07
League Two,,10,Sutton United,40,15,12,13,41,42,-1,57,2023-04-07
League Two,,11,Swindon Town,39,13,12,14,52,49,3,51,2023-04-07
League Two,,12,Doncaster Rovers,40,15,6,19,40,55,-15,51,2023-04-07
League Two,,13,Walsall,40,11,17,12,42,40,2,50,2023-04-07
League Two,,14,Tranmere Rovers,40,13,11,16,38,42,-4,50,2023-04-07
League Two,,15,Grimsby Town,39,12,12,15,42,50,-8,48,2023-04-07
League Two,,16,Crewe Alexandra,39,11,15,13,39,47,-8,48,2023-04-07
League Two,,17,Newport County,39,11,14,14,41,43,-2,47,2023-04-07
League Two,,18,AFC Wimbledon,41,11,14,16,43,48,-5,47,2023-04-07
League Two,,19,Gillingham,40,12,11,17,28,42,-14,47,2023-04-07
League Two,,20,Harrogate Town,39,9,13,17,45,57,-12,40,2023-04-07
League Two,,21,Colchester United,40,9,12,19,35,47,-12,39,2023-04-07
League Two,,22,Crawley Town,40,9,11,20,43,64,-21,38,2023-04-07
League Two,,23,Hartlepool United,40,8,14,18,47,69,-22,38,2023-04-07
League Two,,24,Rochdale,40,8,8,24,38,61,-23,32,2023-04-07
League Two,,1,Leyton Orient,40,23,12,5,54,27,27,81,2023-04-10
League Two,,2,Northampton Town,41,20,13,8,55,38,17,73,2023-04-10
League Two,,3,Stockport County,41,20,10,11,57,33,24,70,2023-04-10
League Two,,4,Carlisle United,41,19,13,9,60,37,23,70,2023-04-10
League Two,,5,Stevenage,40,19,13,8,54,37,17,70,2023-04-10
League Two,,6,Bradford City,40,18,14,8,51,35,16,68,2023-04-10
League Two,,7,Salford City,41,19,9,13,64,48,16,66,2023-04-10
League Two,,8,Mansfield Town,40,18,11,11,64,49,15,65,2023-04-10
League Two,,9,Barrow,41,18,7,16,46,47,-1,61,2023-04-10
League Two,,10,Sutton United,41,15,12,14,42,45,-3,57,2023-04-10
League Two,,11,Tranmere Rovers,41,14,11,16,39,42,-3,53,2023-04-10
League Two,,12,Swindon Town,40,13,12,15,52,50,2,51,2023-04-10
League Two,,13,Walsall,41,11,18,12,42,40,2,51,2023-04-10
League Two,,14,Grimsby Town,40,13,12,15,44,51,-7,51,2023-04-10
League Two,,15,Doncaster Rovers,41,15,6,20,41,57,-16,51,2023-04-10
League Two,,16,Crewe Alexandra,40,11,15,14,39,51,-12,48,2023-04-10
League Two,,17,AFC Wimbledon,42,11,14,17,45,51,-6,47,2023-04-10
League Two,,18,Newport County,40,11,14,15,41,47,-6,47,2023-04-10
League Two,,19,Gillingham,41,12,11,18,29,44,-15,47,2023-04-10
League Two,,20,Colchester United,41,10,12,19,39,47,-8,42,2023-04-10
League Two,,21,Harrogate Town,40,9,14,17,47,59,-12,41,2023-04-10
League Two,,22,Hartlepool United,41,8,15,18,48,70,-22,39,2023-04-10
League Two,,23,Crawley Town,41,9,11,21,43,68,-25,38,2023-04-10
League Two,,24,Rochdale,41,8,9,24,39,62,-23,33,2023-04-10
League Two,,1,Leyton Orient,41,24,12,5,56,27,29,84,2023-04-15
League Two,,2,Northampton Town,42,20,14,8,55,38,17,74,2023-04-15
League Two,,3,Stevenage,41,20,13,8,56,38,18,73,2023-04-15
League Two,,4,Stockport County,42,20,11,11,58,34,24,71,2023-04-15
League Two,,5,Carlisle United,42,19,14,9,60,37,23,71,2023-04-15
League Two,,6,Bradford City,41,19,14,8,54,35,19,71,2023-04-15
League Two,,7,Mansfield Town,41,18,12,11,65,50,15,66,2023-04-15
League Two,,8,Salford City,42,19,9,14,64,49,15,66,2023-04-15
League Two,,9,Barrow,42,18,8,16,46,47,-1,62,2023-04-15
League Two,,10,Sutton United,42,15,12,15,42,47,-5,57,2023-04-15
League Two,,11,Tranmere Rovers,42,14,11,17,40,44,-4,53,2023-04-15
League Two,,12,Swindon Town,41,13,13,15,52,50,2,52,2023-04-15
League Two,,13,Grimsby Town,41,13,13,15,45,52,-7,52,2023-04-15
League Two,,14,Doncaster Rovers,42,15,7,20,43,59,-16,52,2023-04-15
League Two,,15,Walsall,42,11,18,13,42,42,0,51,2023-04-15
League Two,,16,Crewe Alexandra,41,12,15,14,41,51,-10,51,2023-04-15
League Two,,17,Newport County,41,12,14,15,43,47,-4,50,2023-04-15
League Two,,18,Gillingham,42,12,12,18,30,45,-15,48,2023-04-15
League Two,,19,AFC Wimbledon,43,11,14,18,46,53,-7,47,2023-04-15
League Two,,20,Colchester United,42,11,12,19,40,47,-7,45,2023-04-15
League Two,,21,Harrogate Town,41,9,15,17,49,61,-12,42,2023-04-15
League Two,,22,Crawley Town,42,10,11,21,45,69,-24,41,2023-04-15
League Two,,23,Hartlepool United,42,8,15,19,48,72,-24,39,2023-04-15
League Two,,24,Rochdale,42,8,9,25,39,65,-26,33,2023-04-15
League Two,,1,Leyton Orient,42,24,12,6,56,29,27,84,2023-04-18
League Two,,2,Northampton Town,43,21,14,8,57,39,18,77,2023-04-18
League Two,,3,Stevenage,42,21,13,8,57,38,19,76,2023-04-18
League Two,,4,Stockport County,43,20,12,11,60,36,24,72,2023-04-18
League Two,,5,Carlisle United,43,19,15,9,62,39,23,72,2023-04-18
League Two,,6,Bradford City,42,19,14,9,54,36,18,71,2023-04-18
League Two,,7,Salford City,43,20,9,14,66,49,17,69,2023-04-18
League Two,,8,Mansfield Town,42,19,12,11,67,51,16,69,2023-04-18
League Two,,9,Barrow,43,18,8,17,46,48,-2,62,2023-04-18
League Two,,10,Sutton United,43,15,12,16,43,49,-6,57,2023-04-18
League Two,,11,Swindon Town,42,14,13,15,53,50,3,55,2023-04-18
League Two,,12,Grimsby Town,42,14,13,15,46,52,-6,55,2023-04-18
League Two,,13,Tranmere Rovers,43,14,12,17,42,46,-4,54,2023-04-18
League Two,,14,Doncaster Rovers,43,15,7,21,43,60,-17,52,2023-04-18
League Two,,15,Walsall,43,11,18,14,42,45,-3,51,2023-04-18
League Two,,16,Crewe Alexandra,41,12,15,14,41,51,-10,51,2023-04-18
League Two,,17,Gillingham,43,13,12,18,32,45,-13,51,2023-04-18
League Two,,18,Newport County,42,12,14,16,44,49,-5,50,2023-04-18
League Two,,19,AFC Wimbledon,43,11,14,18,46,53,-7,47,2023-04-18
League Two,,20,Colchester United,43,11,13,19,40,47,-7,46,2023-04-18
League Two,,21,Harrogate Town,42,10,15,17,52,61,-9,45,2023-04-18
League Two,,22,Crawley Town,43,10,12,21,45,69,-24,42,2023-04-18
League Two,,23,Hartlepool United,43,8,15,20,48,74,-26,39,2023-04-18
League Two,,24,Rochdale,43,8,10,25,41,67,-26,34,2023-04-18
League Two,,1,Leyton Orient,43,25,12,6,58,29,29,87,2023-04-22
League Two,,2,Northampton Town,44,22,14,8,60,40,20,80,2023-04-22
League Two,,3,Stevenage,43,21,13,9,57,39,18,76,2023-04-22
League Two,,4,Stockport County,44,21,12,11,61,36,25,75,2023-04-22
League Two,,5,Carlisle United,44,20,15,9,63,39,24,75,2023-04-22
League Two,,6,Salford City,44,21,9,14,69,51,18,72,2023-04-22
League Two,,7,Bradford City,43,19,15,9,56,38,18,72,2023-04-22
League Two,,8,Mansfield Town,43,20,12,11,68,51,17,72,2023-04-22
League Two,,9,Barrow,44,18,8,18,46,49,-3,62,2023-04-22
League Two,,10,Swindon Town,43,15,13,15,58,51,7,58,2023-04-22
League Two,,11,Tranmere Rovers,44,15,12,17,44,46,-2,57,2023-04-22
League Two,,12,Sutton United,44,15,12,17,44,53,-9,57,2023-04-22
League Two,,13,Grimsby Town,43,14,13,16,46,54,-8,55,2023-04-22
League Two,,14,Newport County,43,13,14,16,47,50,-3,53,2023-04-22
League Two,,15,Gillingham,44,13,13,18,34,47,-13,52,2023-04-22
League Two,,16,Doncaster Rovers,44,15,7,22,44,63,-19,52,2023-04-22
League Two,,17,Walsall,44,11,18,15,44,48,-4,51,2023-04-22
League Two,,18,Crewe Alexandra,42,12,15,15,41,53,-12,51,2023-04-22
League Two,,19,Colchester United,44,12,13,19,44,48,-4,49,2023-04-22
League Two,,20,AFC Wimbledon,44,11,14,19,47,58,-11,47,2023-04-22
League Two,,21,Harrogate Town,43,10,15,18,53,64,-11,45,2023-04-22
League Two,,22,Crawley Town,44,11,12,21,47,69,-22,45,2023-04-22
League Two,,23,Hartlepool United,44,8,15,21,48,76,-28,39,2023-04-22
League Two,,24,Rochdale,44,8,10,26,41,68,-27,34,2023-04-22
League Two,,1,Leyton Orient,45,26,12,7,60,33,27,90,2023-04-29
League Two,,2,Stevenage,45,23,13,9,60,39,21,82,2023-04-29
League Two,,3,Northampton Town,45,22,14,9,61,42,19,80,2023-04-29
League Two,,4,Stockport County,45,22,12,11,64,36,28,78,2023-04-29
League Two,,5,Carlisle United,45,20,15,10,65,42,23,75,2023-04-29
League Two,,6,Salford City,45,22,9,14,72,53,19,75,2023-04-29
League Two,,7,Bradford City,44,20,15,9,58,39,19,75,2023-04-29
League Two,,8,Mansfield Town,45,20,12,13,70,55,15,72,2023-04-29
League Two,,9,Barrow,45,18,8,19,47,52,-5,62,2023-04-29
League Two,,10,Swindon Town,45,15,13,17,59,54,5,58,2023-04-29
League Two,,11,Tranmere Rovers,45,15,13,17,45,47,-2,58,2023-04-29
League Two,,12,Grimsby Town,45,15,13,17,48,56,-8,58,2023-04-29
League Two,,13,Sutton United,45,15,12,18,45,57,-12,57,2023-04-29
League Two,,14,Newport County,45,14,14,17,51,54,-3,56,2023-04-29
League Two,,15,Doncaster Rovers,45,16,7,22,45,63,-18,55,2023-04-29
League Two,,16,Crewe Alexandra,44,13,15,16,43,56,-13,54,2023-04-29
League Two,,17,Walsall,45,11,19,15,44,48,-4,52,2023-04-29
League Two,,18,Gillingham,45,13,13,19,35,49,-14,52,2023-04-29
League Two,,19,Harrogate Town,45,12,15,18,58,67,-9,51,2023-04-29
League Two,,20,Colchester United,45,12,13,20,44,49,-5,49,2023-04-29
League Two,,21,AFC Wimbledon,45,11,15,19,48,59,-11,48,2023-04-29
League Two,,22,Crawley Town,45,11,13,21,47,69,-22,46,2023-04-29
League Two,,23,Hartlepool United,45,9,15,21,51,77,-26,42,2023-04-29
League Two,,24,Rochdale,45,9,10,26,45,69,-24,37,2023-04-29
League Two,,1,Leyton Orient,46,26,13,7,61,34,27,91,2023-05-08
League Two,,2,Stevenage,46,24,13,9,61,39,22,85,2023-05-08
League Two,,3,Northampton Town,46,23,14,9,62,42,20,83,2023-05-08
League Two,,4,Stockport County,46,22,13,11,65,37,28,79,2023-05-08
League Two,,5,Carlisle United,46,20,16,10,66,43,23,76,2023-05-08
League Two,,6,Bradford City,46,20,16,10,61,43,18,76,2023-05-08
League Two,,7,Salford City,46,22,9,15,72,54,18,75,2023-05-08
League Two,,8,Mansfield Town,46,21,12,13,72,55,17,75,2023-05-08
League Two,,9,Barrow,46,18,8,20,47,53,-6,62,2023-05-08
League Two,,10,Swindon Town,46,16,13,17,61,55,6,61,2023-05-08
League Two,,11,Grimsby Town,46,16,13,17,49,56,-7,61,2023-05-08
League Two,,12,Tranmere Rovers,46,15,13,18,45,48,-3,58,2023-05-08
League Two,,13,Crewe Alexandra,46,14,16,16,48,60,-12,58,2023-05-08
League Two,,14,Sutton United,46,15,13,18,46,58,-12,58,2023-05-08
League Two,,15,Newport County,46,14,15,17,53,56,-3,57,2023-05-08
League Two,,16,Walsall,46,12,19,15,46,49,-3,55,2023-05-08
League Two,,17,Gillingham,46,14,13,19,36,49,-13,55,2023-05-08
League Two,,18,Doncaster Rovers,46,16,7,23,46,65,-19,55,2023-05-08
League Two,,19,Harrogate Town,46,12,16,18,59,68,-9,52,2023-05-08
League Two,,20,Colchester United,46,12,13,21,44,51,-7,49,2023-05-08
League Two,,21,AFC Wimbledon,46,11,15,20,48,60,-12,48,2023-05-08
League Two,,22,Crawley Town,46,11,13,22,48,71,-23,46,2023-05-08
League Two,,23,Hartlepool United,46,9,16,21,52,78,-26,43,2023-05-08
League Two,,24,Rochdale,46,9,11,26,46,70,-24,38,2023-05-08
League Two,,1,Sutton United,1,1,0,0,5,1,4,3,2023-08-05
League Two,,2,Accrington Stanley,1,1,0,0,3,0,3,3,2023-08-05
League Two,,3,Milton Keynes Dons,1,1,0,0,5,3,2,3,2023-08-05
League Two,,4,Salford City,1,1,0,0,2,0,2,3,2023-08-05
League Two,,5,Barrow,1,1,0,0,2,1,1,3,2023-08-05
League Two,,6,Morecambe,1,1,0,0,2,1,1,3,2023-08-05
League Two,,7,Gillingham,1,1,0,0,1,0,1,3,2023-08-05
League Two,,8,Harrogate Town,1,1,0,0,1,0,1,3,2023-08-05
League Two,,9,Crawley Town,1,1,0,0,1,0,1,3,2023-08-05
League Two,,10,Mansfield Town,1,0,1,0,2,2,0,1,2023-08-05
League Two,,11,Crewe Alexandra,1,0,1,0,2,2,0,1,2023-08-05
League Two,,12,AFC Wimbledon,1,0,1,0,0,0,0,1,2023-08-05
League Two,,13,Grimsby Town,1,0,1,0,0,0,0,1,2023-08-05
League Two,,14,Colchester United,0,0,0,0,0,0,0,0,2023-08-05
League Two,,15,Swindon Town,0,0,0,0,0,0,0,0,2023-08-05
League Two,,16,Walsall,1,0,0,1,1,2,-1,0,2023-08-05
League Two,,17,Tranmere Rovers,1,0,0,1,1,2,-1,0,2023-08-05
League Two,,18,Bradford City,1,0,0,1,0,1,-1,0,2023-08-05
League Two,,19,Doncaster Rovers,1,0,0,1,0,1,-1,0,2023-08-05
League Two,,20,Stockport County,1,0,0,1,0,1,-1,0,2023-08-05
League Two,,21,Wrexham,1,0,0,1,3,5,-2,0,2023-08-05
League Two,,22,Forest Green Rovers,1,0,0,1,0,2,-2,0,2023-08-05
League Two,,23,Newport County,1,0,0,1,0,3,-3,0,2023-08-05
League Two,,24,Notts County,1,0,0,1,1,5,-4,0,2023-08-05
League Two,,1,Milton Keynes Dons,2,2,0,0,6,3,3,6,2023-08-12
League Two,,2,Barrow,2,2,0,0,4,2,2,6,2023-08-12
League Two,,3,Gillingham,2,2,0,0,2,0,2,6,2023-08-12
League Two,,4,Mansfield Town,2,1,1,0,5,2,3,4,2023-08-12
League Two,,5,Salford City,2,1,1,0,3,1,2,4,2023-08-12
League Two,,6,Crawley Town,2,1,1,0,2,1,1,4,2023-08-12
League Two,,7,Sutton United,2,1,0,1,6,3,3,3,2023-08-12
League Two,,8,Accrington Stanley,2,1,0,1,3,1,2,3,2023-08-12
League Two,,9,Newport County,2,1,0,1,4,3,1,3,2023-08-12
League Two,,10,Walsall,2,1,0,1,3,3,0,3,2023-08-12
League Two,,11,Bradford City,2,1,0,1,2,2,0,3,2023-08-12
