game_date,team_name,team_venue,possessionPercentage,shotsTotal,shotsOnTarget,shotsOffTarget,shotsBlocked,shotsSaved,foulsCommitted,cornersWon,touchesInBox,aerialsWon,subsMade,attack.shotsTotal,attack.shotsOnTarget,attack.shotsOffTarget,attack.shotsBlocked,attack.cornersWon,attackOffside,attackCross,attack.attemptsOutOfBox,attack.attemptsInBox,attack.bigChanceCreated,attack.bigChanceScored,attack.hitWoodwork,attack.shotsOpenPlayOrFastBreak,distribution.touches,distribution.touchesInBox,distributionPass,distribution.accuratePass,distribution.backwardPass,distribution.forwardPass,distribution.passesRight,distribution.passesLeft,distributionLongBalls,distribution.successfulFinalThirdPasses,distributionOffside,distribution.dispossessed,distributionCross,goalkeeper.shotsSaved,goalkeeper.divingSave,goalkeeper.keeperThrows,goalkeeper.goalKicks,goalkeeper.savedShotFromOutsideBox,defence.foulsCommitted,defenceTackle,defence.wonTackle,defenceYellowCard,defenceClearance,defence.headClearance,defence.duelWon,defence.duelLost,defence.aerialWon,defence.aerialLost,goalkeeper.savedShotFromInsideBox,attack.bigChanceMissed,goalkeeper.punches,attack.oneOnOneAttempts,defence.clearanceOffLine,defence.errorLeadToShot
2021-02-16,Tranmere Rovers,away,46.2,10,5,3.0,2.0,5,18,5,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Tranmere Rovers,home,66.7,19,7,6.0,6.0,1,15,8,29.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Oldham Athletic,away,33.3,9,3,3.0,3.0,4,14,3,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Carlisle United,home,47.9,11,4,4.0,3.0,2,9,9,22.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Tranmere Rovers,away,52.1,12,5,3.0,4.0,1,12,7,12.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Leyton Orient,home,58.6,13,5,3.0,5.0,1,8,6,28.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Tranmere Rovers,away,41.4,9,4,4.0,1.0,3,16,2,17.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Tranmere Rovers,home,46.0,6,3,1.0,2.0,2,18,4,5.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Newport County,away,54.0,12,2,3.0,7.0,2,13,2,13.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Tranmere Rovers,home,54.2,10,3,6.0,1.0,3,9,7,18.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Crawley Town,away,45.8,12,4,5.0,3.0,3,13,5,25.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Southend United,home,37.0,8,2,3.0,3.0,1,10,2,12.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Tranmere Rovers,away,63.0,11,4,3.0,4.0,2,6,7,21.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,Sunderland,home,52.4,13,2,6.0,5.0,6,16,4,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-14,Tranmere Rovers,away,47.6,11,5,2.0,4.0,1,12,4,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,Grimsby Town,home,41.1,12,3,8.0,1.0,1,16,3,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,Tranmere Rovers,away,58.9,8,1,4.0,3.0,3,17,7,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,Tranmere Rovers,home,41.5,4,2,1.0,1.0,1,18,2,11.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,Exeter City,away,58.5,8,2,2.0,4.0,0,14,6,15.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,Colchester United,home,37.2,9,3,5.0,1.0,2,10,3,17.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,Tranmere Rovers,away,62.8,12,4,5.0,3.0,1,11,4,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,Tranmere Rovers,home,54.7,15,3,8.0,4.0,2,15,3,17.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,Mansfield Town,away,45.3,13,3,5.0,5.0,2,13,2,27.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,Cheltenham Town,home,35.1,16,6,7.0,3.0,2,12,3,20.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02,Tranmere Rovers,away,64.9,10,2,8.0,0.0,2,10,0,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,Tranmere Rovers,home,58.0,11,3,6.0,2.0,4,12,7,19.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,Cambridge United,away,42.0,7,5,2.0,0.0,2,9,2,15.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,Scunthorpe United,home,41.9,10,3,6.0,1.0,3,8,2,10.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,Tranmere Rovers,away,58.1,19,3,13.0,3.0,3,8,12,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,Walsall,home,45.3,7,4,3.0,0.0,1,8,3,7.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,Tranmere Rovers,away,54.7,6,1,4.0,1.0,3,20,4,15.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,Tranmere Rovers,home,46.0,11,3,6.0,2.0,2,18,4,12.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,Salford City,away,54.0,8,2,3.0,3.0,3,11,6,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,Bradford City,home,57.1,12,0,7.0,5.0,0,14,5,19.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,Tranmere Rovers,away,42.9,7,0,5.0,2.0,0,16,3,9.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,Tranmere Rovers,home,57.6,8,4,3.0,1.0,2,7,9,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,Barrow,away,42.4,8,2,4.0,2.0,3,14,4,18.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,Forest Green Rovers,home,38.7,7,2,4.0,1.0,1,11,2,8.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,Tranmere Rovers,away,61.3,8,2,2.0,4.0,0,7,9,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,Tranmere Rovers,home,54.1,5,0,3.0,2.0,3,14,7,11.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,Colchester United,away,45.9,6,3,3.0,0.0,0,13,5,10.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,Tranmere Rovers,home,75.1,18,3,11.0,4.0,2,7,11,31.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,Morecambe,away,24.9,7,4,2.0,1.0,2,8,3,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-23,Morecambe,home,34.1,13,3,4.0,6.0,3,9,7,17.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-23,Tranmere Rovers,away,65.9,10,4,3.0,3.0,2,18,8,20.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,Tranmere Rovers,home,51.8,10,3,2.0,5.0,3,12,8,23.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,Walsall,away,48.2,18,3,7.0,8.0,2,16,12,33.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,Oldham Athletic,home,50.0,19,4,11.0,4.0,1,6,11,25.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,Tranmere Rovers,away,50.0,8,3,2.0,3.0,3,12,4,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,Port Vale,home,36.0,14,3,7.0,4.0,2,16,7,22.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,Tranmere Rovers,away,64.0,10,2,5.0,3.0,3,10,3,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,Swindon Town,home,62.6,15,7,3.0,5.0,3,15,7,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,Tranmere Rovers,away,37.4,14,3,6.0,5.0,6,22,4,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,Tranmere Rovers,home,56.0,11,5,3.0,3.0,2,15,5,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,Newport County,away,44.0,12,3,6.0,3.0,6,10,6,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,Scunthorpe United,home,27.3,10,6,3.0,1.0,0,13,4,15.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,Tranmere Rovers,away,72.7,5,0,3.0,2.0,4,16,6,16.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,Tranmere Rovers,home,53.3,9,3,5.0,1.0,2,10,6,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,Hartlepool United,away,46.7,16,2,5.0,9.0,2,12,7,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,Rochdale,home,54.3,17,4,7.0,6.0,1,10,9,42.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,Tranmere Rovers,away,45.7,9,1,3.0,5.0,3,10,5,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,Tranmere Rovers,home,58.0,12,7,2.0,3.0,3,9,2,20.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,Salford City,away,42.0,9,3,5.0,1.0,5,13,4,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,Forest Green Rovers,home,53.7,23,5,10.0,8.0,4,17,8,32.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,Tranmere Rovers,away,46.3,17,4,7.0,6.0,5,12,4,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,Tranmere Rovers,home,57.4,16,4,7.0,5.0,2,11,3,21.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,Crawley Town,away,42.6,12,3,6.0,3.0,2,12,4,14.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,Salford City,home,36.8,7,1,5.0,1.0,3,18,3,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,Tranmere Rovers,away,63.2,12,5,5.0,2.0,1,12,6,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-08,Tranmere Rovers,home,61.3,15,4,4.0,7.0,1,11,9,24.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-08,Colchester United,away,38.7,11,1,5.0,5.0,3,16,2,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Carlisle United,home,40.0,18,2,7.0,9.0,4,14,7,18.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Tranmere Rovers,away,60.0,9,4,3.0,2.0,2,8,2,13.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,Harrogate Town,home,46.5,12,4,3.0,5.0,2,10,5,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,Tranmere Rovers,away,53.5,15,5,6.0,4.0,2,17,4,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,Tranmere Rovers,home,61.6,7,0,4.0,3.0,4,10,2,17.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,Northampton Town,away,38.4,19,6,10.0,3.0,0,14,5,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,Mansfield Town,home,43.5,10,2,5.0,3.0,2,17,3,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,Tranmere Rovers,away,56.5,9,2,3.0,4.0,0,10,3,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-06,Crawley Town,home,57.0,9,3,6.0,0.0,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-06,Tranmere Rovers,away,43.0,5,2,2.0,1.0,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,Tranmere Rovers,home,53.6,14,5,7.0,2.0,3,9,6,26.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,Oldham Athletic,away,46.4,16,5,6.0,5.0,2,13,3,23.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,Tranmere Rovers,home,64.6,14,1,5.0,8.0,1,5,9,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,Sutton United,away,35.4,17,3,5.0,9.0,1,8,5,26.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,Bristol Rovers,home,57.8,10,3,4.0,3.0,2,10,5,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,Tranmere Rovers,away,42.2,10,4,3.0,3.0,1,12,5,13.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-23,Tranmere Rovers,home,58.2,14,7,4.0,3.0,1,13,2,16.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-23,Bradford City,away,41.8,8,2,3.0,3.0,3,13,4,12.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,Leyton Orient,home,59.4,12,4,4.0,4.0,2,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,Tranmere Rovers,away,40.6,6,2,3.0,1.0,0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,Oldham Athletic,home,53.7,14,5,4.0,5.0,3,4,8,31.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,Tranmere Rovers,away,46.3,16,4,9.0,3.0,4,6,9,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,Exeter City,home,66.6,16,1,5.0,10.0,4,10,15,42.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,Tranmere Rovers,away,33.4,11,5,3.0,3.0,1,10,4,14.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,Tranmere Rovers,home,44.7,11,4,2.0,5.0,4,11,6,11.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,Leyton Orient,away,55.3,14,4,7.0,3.0,3,13,4,18.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,Tranmere Rovers,home,44.9,11,7,3.0,1.0,0,9,7,18.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,Harrogate Town,away,55.1,15,2,9.0,4.0,6,10,7,22.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,Tranmere Rovers,home,39.9,11,5,4.0,2.0,2,16,2,11.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,Barrow,away,60.1,7,2,4.0,1.0,3,11,2,6.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,Tranmere Rovers,home,43.9,12,8,3.0,1.0,2,6,8,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,Scunthorpe United,away,56.1,8,3,2.0,3.0,3,9,7,12.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,Salford City,home,51.0,12,2,7.0,3.0,1,18,8,21.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,Tranmere Rovers,away,49.0,7,2,4.0,1.0,1,19,1,11.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,Tranmere Rovers,home,36.5,5,3,1.0,1.0,4,12,3,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,Rochdale,away,63.5,12,4,1.0,7.0,2,7,12,35.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,Crawley Town,home,51.9,6,1,4.0,1.0,2,12,3,16.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,Tranmere Rovers,away,48.1,11,3,5.0,3.0,1,19,5,13.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,Tranmere Rovers,home,51.6,6,3,2.0,1.0,2,11,5,19.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,Forest Green Rovers,away,48.4,14,6,4.0,4.0,3,10,6,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,Tranmere Rovers,home,45.9,12,6,2.0,4.0,2,4,7,25.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,Stevenage,away,54.1,10,2,6.0,2.0,5,6,5,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,Barrow,home,54.5,7,2,3.0,2.0,3,13,3,11.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,Tranmere Rovers,away,45.5,16,5,4.0,7.0,1,6,8,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,Tranmere Rovers,home,36.0,13,5,5.0,3.0,0,17,3,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,Swindon Town,away,64.0,6,0,3.0,3.0,2,11,2,10.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,Walsall,home,53.0,7,2,4.0,1.0,1,14,6,19.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,Tranmere Rovers,away,47.0,8,1,4.0,3.0,1,16,6,13.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,Hartlepool United,home,52.8,7,2,4.0,1.0,3,8,3,17.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,Tranmere Rovers,away,47.2,14,3,6.0,5.0,2,18,3,17.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,Tranmere Rovers,home,43.4,17,4,6.0,7.0,0,13,3,22.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,Port Vale,away,56.6,10,1,4.0,5.0,3,11,4,33.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,Newport County,home,53.6,19,10,6.0,3.0,1,10,8,26.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,Tranmere Rovers,away,46.4,6,2,2.0,2.0,6,15,1,14.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,Northampton Town,home,49.7,9,5,4.0,0.0,2,16,4,14.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,Tranmere Rovers,away,50.3,12,4,2.0,6.0,1,17,7,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,Tranmere Rovers,home,47.8,11,3,5.0,3.0,3,7,3,16.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,Mansfield Town,away,52.2,12,5,1.0,6.0,0,13,6,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,Tranmere Rovers,home,67.5,16,7,5.0,4.0,2,14,7,27.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,Harrogate Town,away,32.5,9,3,4.0,2.0,4,9,3,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,Sutton United,home,48.0,13,5,6.0,2.0,3,9,4,24.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,Tranmere Rovers,away,52.0,15,4,4.0,7.0,4,10,11,26.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,Tranmere Rovers,home,43.6,9,4,3.0,2.0,2,8,3,18.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,Carlisle United,away,56.4,21,4,10.0,7.0,2,11,5,31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,Tranmere Rovers,home,32.6,12,4,5.0,3.0,1,16,5,12.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,Bristol Rovers,away,67.4,11,2,4.0,5.0,2,11,12,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,Bradford City,home,39.0,15,6,8.0,1.0,1,9,4,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,Tranmere Rovers,away,61.0,15,2,12.0,1.0,5,16,3,17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18,Tranmere Rovers,home,42.9,11,4,4.0,3.0,1,13,5,17.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
