game_date,shirt_no,player_name,on_for,off_for
2024-10-22,8,Regan Hendry,22.0,
2024-10-22,11,Josh Hawkes,30.0,
2024-10-22,18,Connor Jennings,7.0,
2024-10-22,19,Harvey Saunders,20.0,
2024-10-22,7,Kieron Morris,,18.0
2024-10-22,20,Samuel Taylor,,19.0
2024-10-22,22,Lee O'Connor,,8.0
2024-10-22,30,Omari Patrick,,11.0
