game_date,player_name,min_off,min_on
2024-10-22,Regan Hendry,,90.0
2024-10-22,Josh Hawkes,,74.0
2024-10-22,Connor Jennings,,78.0
2024-10-22,Harvey Saunders,,74.0
2024-10-22,Kieron Morris,78.0,
2024-10-22,Samuel Taylor,74.0,
2024-10-22,Lee O'Connor,90.0,
2024-10-22,Omari Patrick,74.0,
